file_name	whisper_transcription	expected_transcription	word_error_rate	cosine_similarity
common_voice_en_37032226.mp3	The award consists of a gold plated silver medal.	The award consists of a gold plated silver medal.	0.0	1.0
common_voice_en_37032229.mp3	This matches Saxon and Iberian tradition.	This matches Saxon and Hibernian tradition.	0.16666666666666666	0.8031231760978699
common_voice_en_37034022.mp3	In general, each station has its own format for the time code.	In general, each station has its own format for the time code.	0.0	1.0
common_voice_en_37034152.mp3	It administrative center was served at half.	Its administrative centre was Serpukhov.	1.0	0.34145888686180115
common_voice_en_37034341.mp3	The website has described as Rhine wine, Parait, Islamophite and Antisland.	The website has been described as "right-wing", "far-right", "Islamophobic" and "anti-Islam".	0.5454545454545454	0.5493865609169006
common_voice_en_37034342.mp3	Shortly after it had a hype.	Shortly after Hi-de-Hi!	1.3333333333333333	0.5050053596496582
common_voice_en_37035420.mp3	During this time it was governed by 19 different commissioners.	During this time it was governed by nineteen different commissioners.	0.1	0.9606481790542603
common_voice_en_37037177.mp3	Brooke was eulogized as a friend of toleration by John Milton.	Brooke was eulogized as a friend of toleration by John Milton.	0.0	1.0000001192092896
common_voice_en_37037383.mp3	Leonardo was born in Australia to Italian parents.	Leonardi was born in Australia to Italian parents.	0.125	0.7662125825881958
common_voice_en_37037387.mp3	In terms of handling, the backstaff was found to be more easy to use.	In terms of handling, the backstaff was found to be more easy to use.	0.0	1.0000001192092896
common_voice_en_37038140.mp3	The K is silent.	The 'K' is silent.	0.25	0.9525346755981445
common_voice_en_37038144.mp3	What will protect him?	What will protect him?	0.0	1.0000001192092896
common_voice_en_37038148.mp3	Ptolemy's work probably originally came with maps, but none have been discovered.	Ptolemy's work probably originally came with maps, but none have been discovered.	0.0	1.000000238418579
common_voice_en_37038149.mp3	During this time, he was also a member of the Philadelphia Woodwind Quintet.	During this time, he was also a member of the Philadelphia Woodwind Quintet.	0.0	1.0
common_voice_en_37038151.mp3	It is influenced by authors and thinkers like Jan Narveson and Murray Rothbard.	It is influenced by authors and thinkers like Jan Narveson and Murray Rothbard.	0.0	1.0
common_voice_en_37038153.mp3	The first motion the club passed was in support of the marijuana initiative.	The first motion the club passed was in support of the marijuana initiative.	0.0	1.0000001192092896
common_voice_en_37038157.mp3	The journey was uneventful until the vessel reached the ship Shoal Wreck buoy.	The journey was uneventful until the vessel reached the Ship Shoal Wreck Buoy.	0.15384615384615385	1.0
common_voice_en_37038161.mp3	It also has branched into television shows and event management.	It also has branched into television shows and event management.	0.0	1.0
common_voice_en_37038162.mp3	He never again saw his Philippine homeland.	He never again saw his Philippine homeland.	0.0	1.0
common_voice_en_37038163.mp3	The town was named for George A. Crawford, Governor-elect of Kansas.	The town was named for George A. Crawford, governor-elect of Kansas.	0.09090909090909091	1.0
common_voice_en_37038169.mp3	Wortmann also killed two dogs and injured two others.	Wortman also killed two dogs and injured two others.	0.1111111111111111	0.9432646036148071
common_voice_en_37038171.mp3	The lust carries over into the technology, leaving the male's world aghast.	The lust carries over into the technology, leaving the males' world aghast.	0.08333333333333333	0.9802555441856384
common_voice_en_37038172.mp3	Most of the current school buildings date from around or after this time.	Most of the current school buildings date from around or after this time.	0.0	1.0000001192092896
common_voice_en_37038173.mp3	For example, changing color output at each beat input.	for example changing colour output at each beat input.	0.3333333333333333	0.9897326827049255
common_voice_en_37038180.mp3	The next year his first one-man show was held at the Daniel Gallery.	The next year his first one-man show was held at the Daniel Gallery.	0.0	1.0
common_voice_en_37038181.mp3	North of Pleasant Mills, the road crosses over the St. Mary's River.	North of Pleasant Mills, the road crosses over the Saint Marys River.	0.16666666666666666	0.9723071455955505
common_voice_en_37038183.mp3	This region have Gutuweri River at Nashik.	This region have Godawari river at Nashik.	0.2857142857142857	0.7726317048072815
common_voice_en_37038188.mp3	Keenleyside was born in London, the son of Raymond and Anne Keenleyside.	Keenlyside was born in London, the son of Raymond and Ann Keenlyside.	0.25	0.8848758339881897
common_voice_en_37038189.mp3	When extended, the turf can accommodate football, soccer, and field hockey.	When extended, the turf can accommodate football, soccer, and field hockey.	0.0	1.0000001192092896
common_voice_en_37038195.mp3	However, their camp is attacked by black veiled bandits who kidnap Elsa and Ada.	However, their camp is attacked by black-veiled bandits who kidnap Elsa and Ada.	0.15384615384615385	0.9973554611206055
common_voice_en_37038198.mp3	Most people have just one pancreatic duct.	Most people have just one pancreatic duct.	0.0	0.9999998211860657
common_voice_en_37038203.mp3	The court is located in Belling's, Booth, Great Falls, Helena, and Missoula.	The court is located in Billings, Butte, Great Falls, Helena and Missoula.	0.25	0.7746419906616211
common_voice_en_37038204.mp3	Georgia Mazel, Eve Marks, and Maddie Mazel are adult sisters.	Georgia Mozell, Eve Marks and Maddy Mozell are adult sisters.	0.4	0.7553616762161255
common_voice_en_37038207.mp3	See Gaelic nobility of Ireland.	See Gaelic nobility of Ireland.	0.0	1.0000001192092896
common_voice_en_37038209.mp3	Three books of six sonatas each were published by John Walsh in London.	Three books of six sonatas each were published by John Walsh in London.	0.0	1.0
common_voice_en_37039978.mp3	Carton is a member of the beta-sigma fraternity.	Carthon is a member of Phi Beta Sigma fraternity.	0.4444444444444444	0.7857990264892578
common_voice_en_37040010.mp3	Sylvester was the only American to win that medal at those games.	Sylvester was the only American to win a medal at those games.	0.08333333333333333	0.9948036670684814
common_voice_en_37040042.mp3	There are many ways reference electrodes are used.	There are many ways reference electrodes are used.	0.0	1.0
common_voice_en_37040102.mp3	The Leonard Jones potential is commonly used to describe the latter.	The Lennard-Jones potential is commonly used to describe the latter.	0.2	0.7271066904067993
common_voice_en_37040119.mp3	He died in Houston, Texas.	He died in Houston, Texas.	0.0	1.0000001192092896
common_voice_en_37040270.mp3	Maybe the dudes at K-Tail were a little too slick for the job.	Maybe the dudes at K-Tell were a mite too slick for the job.	0.15384615384615385	0.724288821220398
common_voice_en_37040274.mp3	Today, the Victoria Crosses are in the National Armed Museum.	Today, their Victoria Crosses are in the National Army Museum.	0.2	0.9416058659553528
common_voice_en_37040293.mp3	Brown spider monkeys are found in northern Colombia and northwestern Venezuela.	Brown spider monkeys are found in northern Colombia and northwestern Venezuela.	0.0	0.9999999403953552
common_voice_en_37040301.mp3	He is particularly known for his research on the pictures Stones of Gotland.	He is particularly known for his research on the picture stones of Gotland.	0.15384615384615385	0.9936391711235046
common_voice_en_37040302.mp3	The south end is near the Tate Modern Art Gallery and the Oxford Tower.	The south end is near the Tate Modern art gallery and the Oxo Tower.	0.21428571428571427	0.8952783942222595
common_voice_en_37040303.mp3	Don't leave the cat there.	Don't leave the cat there!	0.2	0.9523506164550781
common_voice_en_37040304.mp3	His interests included golf, coin and claw collecting, radio-controlled model airplanes and cooking.	His interests included golf, coin and clock collecting, radio-controlled model airplanes and cooking.	0.07692307692307693	0.9678042531013489
common_voice_en_37040306.mp3	There is also a well attended annual year-end holiday ball.	There is also a well attended annual year end holiday ball.	0.18181818181818182	0.9974797368049622
common_voice_en_37040311.mp3	The Restless Records division focused on alternative artists not intended for major label distribution.	The Restless Records division focused on alternative artists not intended for major label distribution.	0.0	1.0000001192092896
common_voice_en_37045956.mp3	Meanwhile, the community is devastated by the failure that it killed several of their members.	Meanwhile, the community is devastated by a fire that kills several of their number.	0.35714285714285715	0.7902107238769531
common_voice_en_37045972.mp3	An alternative endless title, it's endless love.	An alternative English title is "Endless Love".	0.7142857142857143	0.8660035133361816
common_voice_en_37046553.mp3	Miss Moon is a node to lovemaking when a woman is menstruating.	Miss Moon is an ode to lovemaking while a woman is menstruating.	0.25	0.9296329617500305
common_voice_en_37046554.mp3	It consisted of an orbiter and a lander.	It consisted of an orbiter and a lander.	0.0	1.0000001192092896
common_voice_en_37046653.mp3	Three other journalists and typographers remained injured.	Three other journalists and typographers remained injured.	0.0	1.0
common_voice_en_37046664.mp3	Katsumata and Mao filled the ring with broken plastic cases and Lego blocks.	Katsumata and Mao filled the ring with broken plastic cases and Lego blocks.	0.0	1.000000238418579
common_voice_en_37046818.mp3	This is a partial list of the last five seasons completed by the Predators.	This is a partial list of the last five seasons completed by the Predators.	0.0	1.0000001192092896
common_voice_en_37046820.mp3	It is a wife and his brother, the E.	It is a wife and his brother, the E.	0.0	1.0
DATA FROM 100 CLIPS using whisper-medium 
	AVG WORD ERROR RATE: 0.1443873071373071 
	AVG COSINE SIMILARITY: 0.9261764070391655
