client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
147ce3c613c27ffb1f2442fcb49b7b1c49cf76d94c01d2b61ac629ad7d407d7294c83f867004a409f8fadf43e143dcff473e63803558ea85d0c793f1f7ca5bdd	common_voice_en_36841817.mp3	Choral works from this period include "Magnificat" and "The Beatitudes".	2	0					en	
1601f6004451217482ecd1df0a5e9dad42c6bf46d392dd9fcf7d5106a7190e5282f514ff05ce6557cc7335b3a670c9e0498cc3eea65776d7fa68d53037415211	common_voice_en_36933927.mp3	He claimed authority not only over Egypt, but over all land and nations.	2	0					en	
160a0fdf80f001e3fb7112eb60c4e3a47126e94a9837ff5f2e5630c7f96a624a58c083cc169baa7fa464a3be30631593457a8008aa46e8a65901527e09e14122	common_voice_en_36909876.mp3	The ancients knew the difference between the male and the female date-palm.	2	0			England English		en	
17c61682cc014f859bdaae9f7782ae769abf88dd9d06c3fda28e7320d955ff583323e1669a83752711a4bae90d16d632fb084d68ef96be500e66b1a18f1727ef	common_voice_en_36632956.mp3	Wilson played international hockey for South Africa.	2	0					en	
189b0be8974fa9bf33b02514fc4a5c1db662371c88d07f76da445cae89c9a1f241f933280d69ec4f93b4df4c4c139f84822454bcf0e325255eca71beb920b273	common_voice_en_36935597.mp3	Uniquely, it flows from south to north.	2	0					en	
194c1345a256f17c716628665790973a97aae05c3374f619460d4302885db725981462b808f0849878c8540416e9c18dff79d066e01e7cefa3fbc9ba79b00c79	common_voice_en_36643318.mp3	Most of Welk's later recordings were released on Ranwood.	2	0					en	
1985b0be5a28d18531dd2f52c95b900991ad1aa2c5b0a4bd41d3d8b1a14bc86794de878190cb5b96b9e07bb889b7868fff1bedaa6707e08fb1060785edf3768e	common_voice_en_36886005.mp3	She began singing in the restaurants of Amman.	2	0					en	
1a2cacd4c67ba9001d44e3cf0ec327ab480e79b7ff0fd3bde7aa8d40bedee85df53218d90e194cd62554a01fb42840fd87885ee60b3b00c3b86a961f560bbcfe	common_voice_en_36951323.mp3	Restricted breathing, joint stiffness, and heart disease are also common.	4	0	twenties	male	United States English		en	
1b0bd1d242bf7c448eb22ec4c49034b679cbf470474cee083c154d1087bdecbd3eb305c85e27e50560a5773897bce3b3eb6829a760ac6a9f0f9c7dd2bf353e4f	common_voice_en_36633294.mp3	An example includes the fact sheet on governance statements.	2	0					en	
1b641c2ea1469ddb327eaadd719744cdb78ce39a4047511a1aa3ac9e467950fd10dc25dbfb805c598fac9481624ebf580838ba97499e7d462b58aba60bd69966	common_voice_en_36724595.mp3	A large advocate of outdoor conservation, he works largely with Ducks Unlimited.	2	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
1ee465e99f453ac7b20193d2cb28986bf0d553b2ca6789f25fd2d510c3acdc5f73ea34c56627578c6a0a366e80710d183811abf8498539cf001d090bf8fe199a	common_voice_en_37251984.mp3	The German population was either evacuated or expelled and replaced with Russians.	2	0	fourties	female	United States English		en	
1f17badc8787733b15453cca43a7732808f07284305abf5032b899ecf436ae8bd7b5ba75f396b653f753ba5056bc6feb92f6439ba8072a58d8e6f6fcd64f3040	common_voice_en_37118274.mp3	Simplify may be used after any unsuccessful attempt.	3	0			England English		en	
21b23a26016651733a93289ae54b37e8796f00f669193be303dac1e54dce42fc6a3b01637e664f3765ba7c8ff5106fa77a070c882c0bc308ad008f4586480d7e	common_voice_en_36630502.mp3	The White Poplar, by contrast, is native to warmer regions, with hot, dry summers.	6	0			England English,Swedish		en	
223af32438c3151569bd180d89f91ddc8fb0b0c74fc5332824cdcf71714ea0f5175450d59442ed10b9d8665b62995e49365d906676672448667b9e2553732a0a	common_voice_en_36864786.mp3	Two points were awarded for a correct second-chance response, with no bonus.	2	0					en	
229bf5eac9d16cadbef98194b6c9bc6333f35aae596923eebb6d511c7e030a7f4fa2dec51b0ae6e397fb1b73293991cad9cf7dbe410992accd0312f32b0ab533	common_voice_en_36941060.mp3	They do so only when there is no crop to be gathered.	2	0					en	
23f48243cebf76eec6b4abe142fd33a509f92c55ff140c3832fab593929d1ffad6a2095eb988a07247503c956b09e9c5cea51087e8ce8976f1eed25ebd983c0c	common_voice_en_36834946.mp3	These are twenty episodes of a storyline entitled 'Project Farstar'.	2	0			Irish English		en	
2432927a3acd24b583f0f759819eb4e1b7150bf681b9385c26d0f36d14031ca1f7e8e76bfb5e217d7e7be940bb9aff98906b51bf2949ac1cfc5ca7c113f74794	common_voice_en_37028857.mp3	The Church said Sony did not obtain permission to use the interior.	2	0	sixties	female	United States English		en	
243cce6dc404839f8d177c284d8c539dee391beba6ec3a27c4fc9e2535024012795b252507a5020e40380ff0a9f868dd7e9ed14e2bdf5363d0c4e878fec419a0	common_voice_en_36747425.mp3	This technology had the highest energy density prior to lithium technologies.	2	0					en	
24c0235a74c9de2555160cabadd312e0cee16646632e2dfa6754b6c35f924b9773af4e8f62a9d8a92b5d857836ad7181861a4aad82c61094cba486eb90d23551	common_voice_en_36899398.mp3	The reeds grow on the right side of the path.	2	0					en	
2674efa7406cc6e7c8fbe4ec04436d26bfcd68b31739bd70cfc02fd3f177d4aece9ff99ce6d6992bbd8d225a4e21e0996e8b6200dbc106caa87974fe4a54b0c7	common_voice_en_36815663.mp3	The pebble beach and cliffs are part of the Jurassic Coast World Heritage site.	2	0			"denglish",German English		en	
269ce33f7c98b17064c65a0f6d20fb6ceb4e853a4e54ba18d16a8df3e874055cec7ca7450d637901e507e78b8d0b0e3eb179f42a7a61a101d1e8448bfed6d45b	common_voice_en_36763524.mp3	Azerbaijan is a one party dominant state.	2	0					en	
296548f1e6272082b75885fd421fb9bccf686e11bbb996283564a9189ef7039d877fdb9decba1de62cc92f91d51980ac1f85febd9421546f57a394c8b094301a	common_voice_en_37019404.mp3	But, seriously, I don't see what there is against Mr W.	2	0					en	
29fef5399682bb15056c08a65f51568736022bec8c0b3d41767f861ba9cc65f211bf647789ec86993ace4e5c5182dd453738a985cb94471317e61228bbdaaec5	common_voice_en_37016755.mp3	He then took Lana to Smallville and helped her to re-bury Superman's remains.	2	0	twenties	female			en	
2aa73ca62632607410f83361e0dd7326b1a888639e7f9b3f493fd7cfa0109a9d58883a19f48455377dbf5923a15d2d95fc8e4e80679a25a544ec022d8491957f	common_voice_en_36542916.mp3	Mariachi can refer to the music, the group, or just one musician.	2	0					en	
2b64bc2a662f46f9f96e2e403f698e94f77a6dded237093de4339d016e0dc3ad04ba2f1ac3f8b0d69962254a1d79270e6ad1ec8faeb3b9ecc6af96087d09bfd1	common_voice_en_36767924.mp3	He attended and graduated from Taipei City University of Science and Technology.	2	0			Hong Kong English,United States English		en	
2baed572065c5ce381c1d5b26e67a85182b9a022072e66238b82d752154342ef2c754dd9dbe91848f1537aa8c278b6d06b367306fc6e9226364a9c6b5fd45904	common_voice_en_37153340.mp3	The most updated Senate version however allows Native Hawaiians to pursue claims in court.	2	1	fourties	male			en	
2cb7cbdafe5c28252b55b6516dc0f29e4640de7e9ea58c9ae3052e5b55b00672a346429dcd6c62f375614ec5a2be3c857e33e22fe405f9a4cb0d248191f828ff	common_voice_en_36857187.mp3	Whether the person knows they are the potential Messiah is debated.	2	0					en	
2d1c294d3d92ca97fbf133fa2fc752f8c7e43a5a3d876662c8652c17afdb85d5385439d20b93b979f4e718843274480f077ca8d5ba45ef52cb837267482fe1f4	common_voice_en_36846639.mp3	He was the son of William Dale, a general dealer in the village.	2	0					en	
2de5f04140cd0ca5bf4428c0da60ac6cc28c30fef59a2d168dd1a386a80764aeaf7b6f25f33f0c845c6c640f61e5b4f74822f77e03bd850c2f0f8b4572c7092a	common_voice_en_36892123.mp3	Stores are chain-owned or franchised.	2	0					en	
2e73bb5731b202feb63eaa004c351cab701669ded792c85fe3f3a9c8f16042d586d489906f4dfc9fefd97fc7a728bc4014b0bad35f491989e5f46eb37b7280fe	common_voice_en_37134809.mp3	Football legend Red Grange served as commissioner of the National Girls Baseball League.	3	0					en	
2eb1e8756d85e2353f60bcfa787265705c4a9ad21806fe3c26d50e75e4afc926c17a8aee068a18c872309fcd8555becbbcd9634b036afe342ad6baaf1085d3ba	common_voice_en_36825702.mp3	Two to three eggs are laid directly on the ground.	2	0			United States English		en	
302e4e98b7296a355a868bb2a60cbb219a515835c97445447acdfd8db591ffab268df115cbf3143a21bf4708b5c74684d5d98eaa8c14696693e5fdf3ba0f9232	common_voice_en_36684394.mp3	Tangipahoa is part of the Hammond Micropolitan Statistical Area.	2	0			United States English		en	
32dfc2007c17435a56dc4cdc71bf2ca7431ed9667b6e5a3d364924ffa1c3871c99743b4c3933ab8db774123b18c49cd8a4c03b650ae3d11352e41091c3698899	common_voice_en_36927420.mp3	The actors consciously supported the high parts of gods and goddesses.	2	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
35dd764c633e3ddd5ee3ff7fe2e7a9e0e2fcd145ac5be1f4e09d70beb05d2277d7249b79e196cfd1790a00a8268b2d12ea50cb914e4abd6fda52e14dabdbb0ec	common_voice_en_36911529.mp3	Just under its leafy crown two crosspieces are fastened from which rags dangle.	2	0					en	
3ad7c2a17a6c0c959602530f100fa4d705ea2e58e71b783d4d9181afabac50dc1c0cada5ba13c76498677098a64fe70384f7f430b619e33daf3889fcf4dc20ca	common_voice_en_36817081.mp3	The gun mantlet was thick.	2	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
3c01e0bbd27524a5e4356331c1fad85504448e64bbe7b6cb330cc27ea5dcbfb11531f5b943b2cbf38ddddb4978edc9dd05a7cc7630204b69d189a8b9851f82ce	common_voice_en_36982320.mp3	On-the-spot fines are often threatened through signs on the bins.	2	0	fourties	female	England English		en	
3e9b883ed341b4644df1c219aa8dfca5b8456f35cc83fee5caa9c8c19febd2ca271e347780b0ff1d63f1a6c4313505a8ceea6077e1de959c8086087aeee732fb	common_voice_en_36741763.mp3	Dimmu Borgir and Cradle of Filth owe a huge debt to this album.	2	0					en	
3f3636095b02b945a2aa44686e0d398be3d9198928a9ef6049b93384148d51843d05ae0391fb35e01fcc69ae33a33b8d456a5ed8bc52ff93475eff2c253d3075	common_voice_en_37020215.mp3	At a dive site, a riskier alternative is in-water recompression.	2	0	twenties	male			en	
40ef4ce237bab10c1a1be431df0ae5d39504963073290b5ddd0b2ffe6c8c95cdabf4cc3dbb2b6387d968d3f80a9bbcff94651faf74520e1e6f0ec2cda69f80dc	common_voice_en_37073530.mp3	Sayonara Award	2	0	fourties	female	England English		en	
42ca2c3601ae9904c48145c35ae82cccd153efda960e821d3f42b67628c8f1e6cd261c17fe5f63ea855fcc3e50159b5b1fe6c5bae4382605d8d6b3570a8ce1e6	common_voice_en_36626624.mp3	He translates poetry from Russian and Turkish.	2	0					en	
431ae099977a14f2f0cc77bf2e90dfbc70f1bc2bb28f479c0ed942129544036401fe2702616bc0cab22f74b8d4857ec24205405fe33d337b2ea12d6613627260	common_voice_en_36829265.mp3	There are also many other centers, including in Santa Fe, Farmington, and, Rio Rancho.	2	0			West Indies and Bermuda (Bahamas, Bermuda, Jamaica, Trinidad)		en	
434fc6bd0a8690ece6be811853dfa54362b1bcd5be5e182bc2a0f556d948f7a726a5c11d82c5b7694bc0eccf2c6658fc56b9de46208915755b9ae879fd3dd300	common_voice_en_36552225.mp3	Court cases along the way have dealt with the issue of impact fees.	2	0					en	
444f2724cb023cafdcf5d2fb7ce6dc54356b23baaa77046030b534c8fae75f1fdbcd02c8a59953b0f43ba1f34b4aebf91132c9248cb9caf32abc58430ae377a4	common_voice_en_36536123.mp3	The pine woods also made the region highly vulnerable to fires.	2	0	fourties	male	Australian English		en	
450ecd67f93a7865f5c897471aa978e19ff7b4fce15df10d788a2171c2f43e48300ba1c9790f6b5c439f62c31472e80d61fcef1c3e353fdcc476bb58da7bc073	common_voice_en_37105911.mp3	Glick is a lifelong resident of New York City.	2	0					en	
4582efb57158aaa19057872880746e2b5b3a733d4886fb9e8b6b2d0c81973d0147cc241aabb8c45b1cca8a7dcc4618737b4c3984bcfc478044f0ee5c9e98db28	common_voice_en_37124212.mp3	The Lebanese army was in full control Beirut since the Israeli withdrawal.	2	0	thirties	male			en	
4683e5064c90574290ca8ff9422a55a67ad3acf76be859ed0094d09774f7641e21b79f192b9672dc6a0835d457e6d73ecd1beb6e7a1b5703a08609356ec92b67	common_voice_en_36979730.mp3	He was assigned female at birth.	3	0			Chichester		en	
46c6d549ebcfaa5c2c482e800e515a2b2fa97ba32c9682a2a407e7d14bed2ee0595117e8144f3d98108262243f1c742ff350f3d14c39711dc5f089a29a536fa4	common_voice_en_36753939.mp3	Among her music students was bassist Lucille Dixon Robertson.	2	0			United States English		en	
46e4741a2e22d125f056e67ddfc0acc501483880db9b916e927839d5680991909c1594a4c81668b45b33a696ca34a2f56beec92e45e106e9c23bb25c7f1d06ee	common_voice_en_37177061.mp3	The tute bianches have had international variations of one sort or another.	4	0			Gay,United States English		en	
47ca99033eb257d7662048ab4b76cc545512e2b59db66451b40816045df256513eec3b7b6b516099b0dd6155231c7d4f36d7b87b1ae5f89e6b9a178659dd74cf	common_voice_en_36911824.mp3	The influence of the tree is really protective rather than generative.	2	0					en	
49518b0d6dc530fcb03351c761b8b69aba18a29400ec4510ccfc214f1905114cc6fb992128c51bbba73e54db9cb9e534446ebc5f27748ea922d1913e0635ac2e	common_voice_en_37184403.mp3	"Backstage Assault" is vastly different from other games of its genre.	3	0	fourties	male	United States English		en	
4adbaaab8e28252d2d593d2527af35c4644c83f0c4da06b8f6e5784a28a306fca662967eb2aeb4aba3935ff0db983951901c5a8be9b8bd04b6280d1b9a80a4ba	common_voice_en_36937896.mp3	He dwelt on a sacred mountain and acted as adviser to the king.	2	0	twenties	female			en	
4ae42860637d408cdacb02e23490499f160130816f1331d881697932705e34a686af3f15a51cf85892eeb04768ea2d8900bfccb0fc6d9dac432c5f346dc0fd68	common_voice_en_36743012.mp3	Brock's most notable feature is that his eyes naturally appear closed.	3	0					en	
4d027254ae0c1d1f849193a31e7b3a7a377ed9c51621b8b9d7649ea7e31b6e9a94a92cdcd4450331588433616e493903b51fc38591a4e67c5e0bb0b879391652	common_voice_en_36744676.mp3	It was during this session that Doyle officially joined the band as Bobby's replacement.	2	0					en	
4d894c692419f2ea48382b7b98b7d0d92503e6bbf67540a13908e7ef23e59dcda96f927f91c4ecb194bb6b3735e428c5682eb357f00624cf0c9431350bd2c4ad	common_voice_en_36894304.mp3	It featured new remixes for the song called Ozymandias Remix.	2	0					en	
4ff5749dbe22e57b8cc83d4303442716d8b29c04c67c8630dab6a8fb5f0998a9af4cb079867c65eb4a9a7bcd3764baa08f06345d7a802e8feb27dd4234848660	common_voice_en_36860137.mp3	We have no outside consultants.	2	0			England English		en	
50ac84998f8500cef4ac04b896817b468fa4d11602d5a29713731d9d9a1ebb61599b65ed183e04f55a4457f81455badb586b93e2d762d828837e2c5183b1a043	common_voice_en_36899404.mp3	The bamboo is always refilled with water until rain drenches the ground.	2	0			United States English,Western New England English		en	
50af26018f0beb7bf45e83d490446dfb71290f35e4ad0b5e180803f3b2fd001c576def11c0be8d9998da76fe5804f50f4e03c37153f31eae43a3ff72a0bbb9b6	common_voice_en_36646308.mp3	In winter, they congregate in open fields, including airports, in the south-central United States.	2	0			United States English		en	
529956e34d2dfc52f69e64c8a50839de1bf96b4d145cf0adb92a55781438486d79f1f59bae69485a0ea00abd4d9a4bc7353e133c332bdc8f152703fe7fd8f844	common_voice_en_36704921.mp3	The ideal Finnhorse is easy-to-handle, versatile, and combines strength, agility, speed and endurance.	4	0	thirties	male	United States English		en	
52eae0e0d5b9d96c196fd54550d51c23bc4ae0398987ed3d5c40f8a7a3c0d04ef9aeb6a76cb970b5a0d5df416e61db37799c23417a87cf0e48bd14663506f911	common_voice_en_36948332.mp3	After possibly five minutes the yellow body disappeared in the brown depths.	2	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
54252ef3cd5c289a7cef16e5178f112e1a6782285c5df8cc7505dc66f508b51d85e358c9a97315798e7b6c0663e513f9347caf0fc3aaa182bd9521d0a9be0dd1	common_voice_en_36726019.mp3	Some were viciously attacked by hornets while preparing to leave a remote beach camp.	2	0					en	
5752ae17b22b15ae835d25e0f8aa45dcad3a85f36b840531cda699e2cbba87ae7fb65079ffe76b67a6e3d36ea45fec955d0d58516a454b4aded5dac62d0acbdc	common_voice_en_37265606.mp3	While he was performing, the rope broke, which led to the scaffolding collapsing.	2	0	twenties	male	India and South Asia (India, Pakistan, Sri Lanka)		en	
58296d753b6adba0a32778359366138e075f55fe6f9f07aa87970425a6f9b7b28bbb1d5671101d63935e560525ca686c9e28ea7b24e02cdadd3ebb02b7468824	common_voice_en_36908860.mp3	God grant that the wolf may not see our cattle.	2	0	twenties	male	Canadian English		en	
5a172082d817822346f9c810412397dc7633c04eb53d0aa1af2548859fc62fb8bcf05742d9053e3fab2a7a122f8db5f169c39f7abfd33149696a0aeff448b66a	common_voice_en_36650949.mp3	All elected without opposition.	2	0	twenties	male			en	
5c6b9caef33b567d6d570c9a2cffd3196e230c433a37a2573e97a65c9b61aba21bf183b3a2256c05c2fd0070dc3d7a315bd7f5ea9ff5e316f98bb1a0bb7ae1d7	common_voice_en_36987829.mp3	The speed limit is for the entire length of the freeway.	2	0					en	
5dbaf34daa21ed3c7eaac333b659b7bb68d71f57922608d3f65e99b5c6820c603ce049365ca0bdc154959e2240e69728175fecc6828e768d4b05a2788167521c	common_voice_en_36829386.mp3	A similar technique is used on current live performances of "Space Truckin'".	3	0			United States English		en	
5dc2ed50df3f64d678844635d15809e2f1cc5e1c33210d64d2e5dd8dfa94e99920464198cdbff825c39d806be36de49f222e7690b46550506bde4a9d8840e45a	common_voice_en_36939175.mp3	Danielle and Dean live in Worsley and have two children.	2	0	thirties	male	Australian English		en	
5dd211f474693204674069b74d098547195850d51a31f8220ec6169f16763415923079e47599f2f9c38f5d59b7fd2d30f48f0a633c1bf1afede8346e422bf293	common_voice_en_37258829.mp3	They ported the software to new hardware and focused on distributed applications.	2	0			United States English		en	
5e1a1ca6258be94987ee2d6ecaa2061d5cd165803bf02aa7066f2ce8478199dfca864569280024c7f06ff1f7faa073f4bd6e7b1ce6733938174cadcfe6ec8d13	common_voice_en_37280114.mp3	The king would die if any of his subjects were to see him drink.	2	0					en	
5f2eeba887f3c4a894b121d8231600272494f3b74140e2d566fc05d818df36227ee40155c3458bd02a9ccec2668165acbd568a04345adef825781170840ca607	common_voice_en_36880437.mp3	Longtime Heat broadcaster John Wilsbach is the current owner.	2	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
5fd40cb29478c4d376d42aee71a97a556054bffd5d7dda60770631a8d5a7afc428c059910b1fe2054e26fd711a26fa97c913257c5ef9a0b105f38e2ca38a7a78	common_voice_en_37169600.mp3	The strongest candidate for a shared Paleo-Balkan feature is the postposed article.	2	0					en	
5fd9843586e7928c94731d879142d3e9cc89684ae243c5f8bc61ecd3ee0b5681be0789157f50bcf80c599deaa735f5fb8319a2425e87bc9c11170d65abb3dfd2	common_voice_en_37206847.mp3	He rose to the rank of Captain.	2	0			United States English		en	
60028fa6aca73c82ef1661b244dd07d1fe36b979620495a7031105a9645318f0a6f8be2174dfa937f6e93b6c507d7d10d1cce83696169d802a83e8b1d2b3d176	common_voice_en_37138825.mp3	Wolf spent his childhood in Maribor, Slovenia.	2	0					en	
61228f5b74e19e6019350cd8c2599f0586cb830301de6d73ecf86eef3120b0c4cd0053ae58970c6c61ac28655809ca6d1f98c6ad154c16643d83af94ca396090	common_voice_en_36823641.mp3	There are six stamens.	2	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
61c074fab23fdd318f95549960d2703ae683d4747e08029f96a43223248dc0d5cf99c08ebe47680d0701946871711447b6e00fa68359811e79715a25ce7317e7	common_voice_en_37171746.mp3	Clear Creek is the first major Sacramento River tributary downstream of the Shasta Dam.	2	0			Canadian English		en	
6203af09b3673c45c1260f11a5e5e4758f3f38ea8ef39c7aa295d17cb5f552baf21750e49a354648dd1a0d7a08829fab6c2a80f66d95026b997b327eddd02b37	common_voice_en_37199403.mp3	Undergraduate degrees include Elementary Education and Secondary Education.	2	0					en	
62af9f301c802908cb6039801005221afae9eed75e42619102d631d0fea5ac7e6b18dfa741758ffda96a1bb5192f11b04a135ef1e2d7873561d465cc49c1171e	common_voice_en_36758510.mp3	Theras, Argeia's, brother was made regent.	2	0					en	
631f80a5e65b52c7cd3f24eedec86247907989de9820e1810adc137ad3795cf9f86e72ef8e56511e2b569dc901102cd41e6acc551003f69d4bbefd57507b6d78	common_voice_en_37035420.mp3	During this time it was governed by nineteen different commissioners.	3	0					en	
634679f0f6faead156ca34ed0f3f89594ade4e1c2cc3af4450ec3077e8a8917761d5ce67935fbe7c6ef6d71903092b2cb239df325ad0c1877d2d72dc7c58f689	common_voice_en_37178269.mp3	When emptying the drum, the direction of rotation is reversed.	2	0					en	
65bbcf6dd30fc80bb2cd3ec2b60e767edd1fac8e69d74284bfa20b192a4f350a0b3fb94dce38840fd2d8a08c2c336817c77d945c693e83ca590d19119f3a4be8	common_voice_en_37156655.mp3	Because Bubba talk really is the latest word in hip-hop.	2	0					en	
6697832226e4c3a2414a3168276859020238533c8ab87316b78ff1367a3575f756593e747160b98bde69312275be3cb2087d9d44210144d1e18e93b8963c537b	common_voice_en_37055190.mp3	He produced original works, limited edition prints and illustrations for his own books.	2	1			United States English		en	
67682db6cb130e3f5d3a022d5c4400afad87889f3fe534792cdb9e107de02ddc162bd0dca243aef5c2ae9ece076c2b99709fc64cee4a5516b3e8186cd33adab2	common_voice_en_36986254.mp3	Cheval wanted to be buried in his palace.	2	0					en	
6944a151e2021f28c3dc8e2a1af265179a4d810bc2447278d66cfb68d695d2eb1a10ec220044700dcf46d743495709545161b7de8fbd37075f0b0f7995b4a89c	common_voice_en_36806326.mp3	The miller rubs the grain between his thumb and forefinger.	2	0			United States English		en	
6c1170b6d1d64fdaa836f4889f76241919cda6dc183640628a5151aac0ec65dc01e62bad765f2222859b1e8fdc1c641336ee3b5c33eee181feab649473f301bb	common_voice_en_37007728.mp3	The club was promoted to the First Division at the end of the season.	2	0			Russian		en	
6d88c5676db396a716b5dd8742d182343fd41aa788cba5bbc1b02e98aea5470d3a044dfcde0b30ef0175fcc9860ee59c24b491666238736774c9c7c48f487f38	common_voice_en_36903576.mp3	A woman had engaged two men to work in her vineyard.	2	0			England English		en	
7201db9749260c2c6333c3725ebfa13fb42b5deb7bdc3f6de9315a6556b70a57300326c2b82600a2c07286949ac0ae0a42b86284ed6a72a1262072cdc6f03027	common_voice_en_37144043.mp3	"Slant" magazine's Dana Stevens wrote in her review for Faris' vehicle "What's Your Number?	2	0			United States English		en	
7417aa250ad7df652041a407b2301b734330c7ac5f679c08a43186677c8e639206d5df2c68414f14a431fafa9162f513696e20c83ac7b96fe6a288e1dd14097d	common_voice_en_36860150.mp3	She was born in Mecca.	2	0					en	
74577640600a4dab007b7ca94a0a2ac05281b8b4b41e5a29761cd840b788204c6cab0bcb65693c85c8172539d3647439d773a096cb9bdc379ebf261420abb98e	common_voice_en_36728917.mp3	The game is available for play on Microsoft Windows platforms.	2	0			Canadian English		en	
747b6e6ce8a9718eb7ae679e63f4a82fe368c0ed0c95d92ea3e6b488c2a61d06d7f620e5db4c507956ffb4ef49ae8ba2b795caa0827956b428739880f2cd1638	common_voice_en_36641653.mp3	They had no recognised uniform and wore practical clothing as the season required.	2	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
7606c9e1bbfc6ce41565a075ca737ceeeb5037f5a0407f904046eba8e068ed953726ee39fcaddf9789fb2b560e82cd46a31e367cc95e3586ed76e08cd265c190	common_voice_en_36993532.mp3	He has qualified for two Olympics.	2	0	teens	male	England English		en	
7863ca5e02389c19e5e255d8f6402518aca69936f42b36dc11d3563698b1747692416894bf072ba28665bb9f353d222af5dc3a5f187f1997744a7c97d56c76c4	common_voice_en_36829778.mp3	Its former chapel is now a private house.	2	0					en	
7a4ec36b8dfc3b8903e214c2baa8c2aaee0447c95b5c773d97f828af6052e2d14dd21cc59c5a5b72dafa7700188a1ab850a8dac00b3cf8d8470c4f9a376247fe	common_voice_en_36667482.mp3	They also wear a brassard to distinguish themselves as cadets.	2	0			United States English		en	
